sample_index,sample_id,category,task,example,gt_skill_pattern,official_status,official_eligible,repeat_1_status,repeat_1_success,repeat_2_status,repeat_2_success,case_dir,updated_at
3778,Spatial/select_fruit_spatial/example77,Spatial,select_fruit_spatial,example77,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example77,2026-05-23 05:03:08
3779,Spatial/select_fruit_spatial/example78,Spatial,select_fruit_spatial,example78,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example78,2026-05-23 05:04:28
3780,Spatial/select_fruit_spatial/example79,Spatial,select_fruit_spatial,example79,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example79,2026-05-23 05:05:48
3781,Spatial/select_fruit_spatial/example80,Spatial,select_fruit_spatial,example80,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example80,2026-05-23 05:36:26
3782,Spatial/select_fruit_spatial/example81,Spatial,select_fruit_spatial,example81,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example81,2026-05-23 05:37:51
3783,Spatial/select_fruit_spatial/example82,Spatial,select_fruit_spatial,example82,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example82,2026-05-23 05:40:04
3784,Spatial/select_fruit_spatial/example83,Spatial,select_fruit_spatial,example83,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example83,2026-05-23 05:41:25
3785,Spatial/select_fruit_spatial/example84,Spatial,select_fruit_spatial,example84,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example84,2026-05-23 05:42:54
3786,Spatial/select_fruit_spatial/example85,Spatial,select_fruit_spatial,example85,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example85,2026-05-23 06:13:32
3787,Spatial/select_fruit_spatial/example86,Spatial,select_fruit_spatial,example86,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example86,2026-05-23 06:14:54
3788,Spatial/select_fruit_spatial/example87,Spatial,select_fruit_spatial,example87,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example87,2026-05-23 06:16:23
3789,Spatial/select_fruit_spatial/example88,Spatial,select_fruit_spatial,example88,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example88,2026-05-23 06:47:01
3790,Spatial/select_fruit_spatial/example89,Spatial,select_fruit_spatial,example89,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example89,2026-05-23 07:17:38
3791,Spatial/select_fruit_spatial/example90,Spatial,select_fruit_spatial,example90,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example90,2026-05-23 07:19:11
3792,Spatial/select_fruit_spatial/example91,Spatial,select_fruit_spatial,example91,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example91,2026-05-23 07:49:48
3793,Spatial/select_fruit_spatial/example92,Spatial,select_fruit_spatial,example92,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example92,2026-05-23 07:51:06
3794,Spatial/select_fruit_spatial/example93,Spatial,select_fruit_spatial,example93,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example93,2026-05-23 07:52:22
3795,Spatial/select_fruit_spatial/example94,Spatial,select_fruit_spatial,example94,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example94,2026-05-23 07:54:03
3796,Spatial/select_fruit_spatial/example95,Spatial,select_fruit_spatial,example95,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example95,2026-05-23 08:24:41
3797,Spatial/select_fruit_spatial/example96,Spatial,select_fruit_spatial,example96,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example96,2026-05-23 08:55:19
3798,Spatial/select_fruit_spatial/example97,Spatial,select_fruit_spatial,example97,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example97,2026-05-23 09:25:56
3799,Spatial/select_fruit_spatial/example98,Spatial,select_fruit_spatial,example98,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example98,2026-05-23 09:27:10
3800,Spatial/select_fruit_spatial/example99,Spatial,select_fruit_spatial,example99,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example99,2026-05-23 09:28:25
3801,Spatial/select_poker_spatial/example0,Spatial,select_poker_spatial,example0,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example0,2026-05-23 09:29:41
3802,Spatial/select_poker_spatial/example1,Spatial,select_poker_spatial,example1,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example1,2026-05-23 09:30:55
3803,Spatial/select_poker_spatial/example2,Spatial,select_poker_spatial,example2,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example2,2026-05-23 09:32:11
3804,Spatial/select_poker_spatial/example3,Spatial,select_poker_spatial,example3,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example3,2026-05-23 09:33:26
3805,Spatial/select_poker_spatial/example4,Spatial,select_poker_spatial,example4,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example4,2026-05-23 09:34:43
3806,Spatial/select_poker_spatial/example5,Spatial,select_poker_spatial,example5,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example5,2026-05-23 09:36:01
3807,Spatial/select_poker_spatial/example6,Spatial,select_poker_spatial,example6,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example6,2026-05-23 09:37:18
3808,Spatial/select_poker_spatial/example7,Spatial,select_poker_spatial,example7,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example7,2026-05-23 09:38:32
3809,Spatial/select_poker_spatial/example8,Spatial,select_poker_spatial,example8,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example8,2026-05-23 09:39:50
3810,Spatial/select_poker_spatial/example9,Spatial,select_poker_spatial,example9,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example9,2026-05-23 09:41:05
3811,Spatial/select_poker_spatial/example10,Spatial,select_poker_spatial,example10,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example10,2026-05-23 09:42:21
3812,Spatial/select_poker_spatial/example11,Spatial,select_poker_spatial,example11,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example11,2026-05-23 09:43:36
3813,Spatial/select_poker_spatial/example12,Spatial,select_poker_spatial,example12,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example12,2026-05-23 09:44:49
3814,Spatial/select_poker_spatial/example13,Spatial,select_poker_spatial,example13,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example13,2026-05-23 09:46:02
3815,Spatial/select_poker_spatial/example14,Spatial,select_poker_spatial,example14,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example14,2026-05-23 09:47:14
3816,Spatial/select_poker_spatial/example15,Spatial,select_poker_spatial,example15,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example15,2026-05-23 09:48:26
3817,Spatial/select_poker_spatial/example16,Spatial,select_poker_spatial,example16,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_poker_spatial\example16,2026-05-23 09:49:40
